ID,O_Q63,O_Q80,O_Q91,O_Q92
8358,There isn't one,He didn't have income to pay taxes from. He donated it all.,,
8368,It isn't so much support for Biden as it is a vote against Trump.  4 more years of Trump would be so detrimental to our country.,I feel everyone knew he cheated on his taxes...that's why he never showed us.,,
8370,because he isn't trump,I don't think I care much,,
8372,Trump can be mean,Seems unfair to everyone,,
8386,hes nice,angry,,
8409,Anyone but Trump,made me angry but did not surprise me,,
8417,There is no reason he is an old man who has had over 40 years in Washington. He has not made any changes that have really helped anyone to date. We need new people & new ideas in Washington not someone who had their shot as VP to just add more money to his pocket.,It does not matter to me how much someone paid in taxes. I know people who have not paid anything in a few years that does not make them bad.,Disabled,
8420,He unites people,He should pay more,,
8423,none,"Taxes are private and ew, the public, do not need to know all about a person's private life.  Tax laws today allow many types of deductions and all of us would use them if we could.",,
8425,He's not Trump,Sickens me. Trump is a cheat & a con!!,,
8427,Because he can fix the world,Na,,
8432,none at all,did not believe it. can't see any tax person putting themselves in a position to lie like that.,,
8438,Nothing,I think we don?t know the whole story as he pays other taxes.,,
8440,He is actually sane.,I am not surprised. His businesses have lost millions of dollars. But it still seems he manufactured too high a loss and his personal debt worries me.,,
8445,To make Sure we do not have to withstand 4 more years of a President that should not be leading the American People.,This President should never have been elected into office.  This is just one more tiny reason why.  He has made our country miserable.,,
8456,he does not lie like trump. he will expand on ACA. HE WILL stop the racial injustice/,he should be held liable like anyone else would be.,,
8457,Donald Trump is mentally ill and a threat to this entire company.,It?s disgusting and grossly unfair. He?s a disgrace to this nation and should be embarrassed by his behavior and tax evasion,,
8459,I can't think of a reason,I have no reaction to this statement,,
8460,To help get rid of the covid-19,He?s hiding money,,
8463,none he's evil,that is fake news,,
8467,Credibility and stability,"Of course, more dishonesty",,
8469,He is not trump and acts like an adult,Slippery,,
8471,To get to of trump,"It really doesn't surprise me, he is a crook and only cards about himself",,
8472,why,who cares,,
8473,Trump needs to be gone,So so unfair to American people,,
8476,Its not Trump!,Scumbag,,
8482,He's a good person,Not at all surprised,,
8484,There is no good reason to support Joe Biden he should not even have run,I didn't have any reactions to this information,,
8486,He is the right person to bring our country back to where we were before the virus. He will protect the lower and middle class people and make big business companies pay their fair share.,I think he has cheated the government out of money that he owes by using all of the tax breaks that he can find and use.,,
8493,he is for the middle and lower class and understands the needs of people in these income groups,not sure he qualified for only paying this amount of tax in a legal way,,insurance sales
8496,He is not trump,This pisses me off that I paid more taxes than the president.,,
8502,"He is not a malignant, stupid, narcissist","Hypocrite, criminal, unpatriotic",,
8504,Cant think of any,"Individual taxes are a private matter.  No one should be required to divulge that information.  If the IRS has an issue, they should follow normal procedures to audit and prosecute according to the law.",,
